IAD1 # Must be first four characters
# Input Example with a single set of sphere coefficients 
# The order of entries is important 
# Anything after a ’#’ is ignored, blank lines are also ignored

1.34 # Index of refraction of the sample 
1.50 # Index of refraction of the top and bottom slides 
1.0 # [mm] Thickness of sample 
1.0 # [mm] Thickness of slides 
5.0 # [mm] Diameter of illumination beam 
0.96 # Reflectance of the calibration standard
1 # Number of spheres used during each measurement

# Properties of sphere used for reflectance measurements 203.2 # [mm] Sphere Diameter (8 in * 25.4 mm/in) 
25.4 # [mm] Sample Port Diameter 
12.7 # [mm] Entrance Port Diameter 
1.00 # [mm] Detector Port Diameter 
0.96 # Reflectance of the sphere wall

# Properties of sphere used for transmittance measurements 203.2 # [mm] Sphere Diameter (8 in * 25.4 mm/in) 
25.4 # [mm] Sample Port Diameter 
0.00 # [mm] Entrance Port Diameter 
1.00 # [mm] Detector Port Diameter 
0.96 # Reflectance of the sphere wall

2 # Number of measurements, M_R, M_T

#nm	#M_R	#M_T	#M_U	#r_w 	#t_w 	#rstd 	#tstd
363.9	0.21072088724584104	0.06521739130434782	0.0	0.9788	0.9788	0.98	1.0
364.4	0.2185792349726776	0.06565656565656566	0.0	0.9788	0.9788	0.98	1.0
364.9	0.22898032200357782	0.055900621118012424	0.0	0.9788	0.9788	0.98	1.0
365.5	0.23036649214659685	0.06142506142506143	0.0	0.9788	0.9788	0.98	1.0
366.0	0.22145328719723184	0.0688836104513064	0.0	0.9788	0.9788	0.98	1.0
366.5	0.22504230118443316	0.0660377358490566	0.0	0.9788	0.9788	0.98	1.0
367.0	0.21440536013400335	0.06323185011709602	0.0	0.9788	0.9788	0.98	1.0
367.6	0.24104234527687296	0.04861111111111111	0.0	0.9788	0.9788	0.98	1.0
368.1	0.2161290322580645	0.06598407281001138	0.0	0.9788	0.9788	0.98	1.0
368.6	0.2279874213836478	0.062360801781737196	0.0	0.9788	0.9788	0.98	1.0
369.1	0.2204968944099379	0.054764512595837894	0.0	0.9788	0.9788	0.98	1.0
369.7	0.2127659574468085	0.05297297297297297	0.0	0.9788	0.9788	0.98	1.0
370.2	0.22801788375558868	0.059322033898305086	0.0	0.9788	0.9788	0.98	1.0
370.7	0.2246376811594203	0.06618407445708377	0.0	0.9788	0.9788	0.98	1.0
371.2	0.23120567375886525	0.0513347022587269	0.0	0.9788	0.9788	0.98	1.0
371.8	0.23994452149791956	0.05511022044088176	0.0	0.9788	0.9788	0.98	1.0
372.3	0.22982216142270862	0.05593719332679097	0.0	0.9788	0.9788	0.98	1.0
372.8	0.23466666666666666	0.05115830115830116	0.0	0.9788	0.9788	0.98	1.0
373.3	0.23026315789473684	0.048204158790170135	0.0	0.9788	0.9788	0.98	1.0
373.9	0.24265644955300128	0.04609595484477893	0.0	0.9788	0.9788	0.98	1.0
374.4	0.23203026481715006	0.04511970534069982	0.0	0.9788	0.9788	0.98	1.0
374.9	0.2343558282208589	0.04878048780487805	0.0	0.9788	0.9788	0.98	1.0
375.5	0.2253012048192771	0.05053191489361702	0.0	0.9788	0.9788	0.98	1.0
376.0	0.23333333333333334	0.03574542284219703	0.0	0.9788	0.9788	0.98	1.0
376.5	0.23693379790940766	0.04704875962360992	0.0	0.9788	0.9788	0.98	1.0
377.0	0.23103057757644394	0.05104602510460251	0.0	0.9788	0.9788	0.98	1.0
377.6	0.24835164835164836	0.04330065359477124	0.0	0.9788	0.9788	0.98	1.0
378.1	0.25	0.04487179487179487	0.0	0.9788	0.9788	0.98	1.0
378.6	0.2405857740585774	0.038431372549019606	0.0	0.9788	0.9788	0.98	1.0
379.1	0.2474437627811861	0.044753086419753084	0.0	0.9788	0.9788	0.98	1.0
379.7	0.24426719840478564	0.0392156862745098	0.0	0.9788	0.9788	0.98	1.0
380.2	0.24148003894839337	0.038433111603843315	0.0	0.9788	0.9788	0.98	1.0
380.7	0.2420749279538905	0.03918722786647315	0.0	0.9788	0.9788	0.98	1.0
381.2	0.24881740775780511	0.034261241970021415	0.0	0.9788	0.9788	0.98	1.0
381.8	0.2467889908256881	0.03927068723702665	0.0	0.9788	0.9788	0.98	1.0
382.3	0.242973708068903	0.03997243280496209	0.0	0.9788	0.9788	0.98	1.0
382.8	0.25044404973357015	0.03474114441416894	0.0	0.9788	0.9788	0.98	1.0
383.4	0.2517482517482518	0.03355704697986577	0.0	0.9788	0.9788	0.98	1.0
383.9	0.23979148566463945	0.039280958721704395	0.0	0.9788	0.9788	0.98	1.0
384.4	0.25	0.04342105263157895	0.0	0.9788	0.9788	0.98	1.0
384.9	0.2461799660441426	0.03913894324853229	0.0	0.9788	0.9788	0.98	1.0
385.5	0.25374376039933444	0.03425985778926956	0.0	0.9788	0.9788	0.98	1.0
386.0	0.24668874172185432	0.03956604977664327	0.0	0.9788	0.9788	0.98	1.0
386.5	0.24939073923639318	0.03229892336922103	0.0	0.9788	0.9788	0.98	1.0
387.1	0.2553699284009546	0.03706030150753769	0.0	0.9788	0.9788	0.98	1.0
387.6	0.25258141382049243	0.03609209707529558	0.0	0.9788	0.9788	0.98	1.0
388.1	0.2533022533022533	0.037943696450428395	0.0	0.9788	0.9788	0.98	1.0
388.6	0.254601226993865	0.04161640530759952	0.0	0.9788	0.9788	0.98	1.0
389.2	0.25487256371814093	0.0362879238548483	0.0	0.9788	0.9788	0.98	1.0
389.7	0.25220588235294117	0.03231492361927144	0.0	0.9788	0.9788	0.98	1.0
390.2	0.2536127167630058	0.03452243958573072	0.0	0.9788	0.9788	0.98	1.0
390.8	0.25263157894736843	0.03577417551704863	0.0	0.9788	0.9788	0.98	1.0
391.3	0.25991792065663477	0.03333333333333333	0.0	0.9788	0.9788	0.98	1.0
391.8	0.2578490313961256	0.03952991452991453	0.0	0.9788	0.9788	0.98	1.0
392.3	0.25762491888384165	0.03563941299790356	0.0	0.9788	0.9788	0.98	1.0
392.9	0.2587635436583811	0.033707865168539325	0.0	0.9788	0.9788	0.98	1.0
393.4	0.2647241165530068	0.03006012024048096	0.0	0.9788	0.9788	0.98	1.0
393.9	0.25757575757575757	0.0358018636586562	0.0	0.9788	0.9788	0.98	1.0
394.5	0.255786350148368	0.03267659778952427	0.0	0.9788	0.9788	0.98	1.0
395.0	0.25836216839677045	0.03568075117370892	0.0	0.9788	0.9788	0.98	1.0
395.5	0.25892351274787534	0.032377428307123035	0.0	0.9788	0.9788	0.98	1.0
396.0	0.26145251396648045	0.03290676416819013	0.0	0.9788	0.9788	0.98	1.0
396.6	0.25730027548209367	0.039030955585464336	0.0	0.9788	0.9788	0.98	1.0
397.1	0.25962059620596206	0.03244444444444444	0.0	0.9788	0.9788	0.98	1.0
397.6	0.2620689655172414	0.03089143865842895	0.0	0.9788	0.9788	0.98	1.0
398.2	0.25516146109052407	0.02930883639545057	0.0	0.9788	0.9788	0.98	1.0
398.7	0.25447839831401475	0.03211805555555555	0.0	0.9788	0.9788	0.98	1.0
399.2	0.2548101924076963	0.03625377643504532	0.0	0.9788	0.9788	0.98	1.0
399.8	0.2533470648815654	0.03380402225074882	0.0	0.9788	0.9788	0.98	1.0
400.3	0.25204498977505113	0.031955688112484025	0.0	0.9788	0.9788	0.98	1.0
400.8	0.2529262086513995	0.030110262934690414	0.0	0.9788	0.9788	0.98	1.0
401.3	0.25691302161890395	0.031157894736842107	0.0	0.9788	0.9788	0.98	1.0
401.9	0.259222333000997	0.03096234309623431	0.0	0.9788	0.9788	0.98	1.0
402.4	0.25663716814159293	0.026926263463131733	0.0	0.9788	0.9788	0.98	1.0
402.9	0.2541302235179786	0.029532403609515995	0.0	0.9788	0.9788	0.98	1.0
403.5	0.2574021012416428	0.03317152103559871	0.0	0.9788	0.9788	0.98	1.0
404.0	0.25727699530516435	0.028377298161470825	0.0	0.9788	0.9788	0.98	1.0
404.5	0.2590027700831025	0.03155818540433925	0.0	0.9788	0.9788	0.98	1.0
405.1	0.25546448087431695	0.03324313877077696	0.0	0.9788	0.9788	0.98	1.0
405.6	0.25245755138516535	0.029669075694180296	0.0	0.9788	0.9788	0.98	1.0
406.1	0.2565674255691769	0.03021260723610593	0.0	0.9788	0.9788	0.98	1.0
406.7	0.2554557124518614	0.027336534909493906	0.0	0.9788	0.9788	0.98	1.0
407.2	0.25925925925925924	0.032502708559046585	0.0	0.9788	0.9788	0.98	1.0
407.7	0.25547747002893756	0.03091684434968017	0.0	0.9788	0.9788	0.98	1.0
408.2	0.2570965125709651	0.031053733426378228	0.0	0.9788	0.9788	0.98	1.0
408.8	0.25605398967844384	0.030521262002743483	0.0	0.9788	0.9788	0.98	1.0
409.3	0.25956284153005466	0.03314169766655394	0.0	0.9788	0.9788	0.98	1.0
409.8	0.2553680981595092	0.028112449799196786	0.0	0.9788	0.9788	0.98	1.0
410.4	0.2554882664647994	0.029615004935834157	0.0	0.9788	0.9788	0.98	1.0
410.9	0.2568569310600445	0.024295432458697766	0.0	0.9788	0.9788	0.98	1.0
411.4	0.2534849596478357	0.03164961636828645	0.0	0.9788	0.9788	0.98	1.0
412.0	0.2556715880446525	0.027514231499051234	0.0	0.9788	0.9788	0.98	1.0
412.5	0.2562366357804704	0.030274656679151062	0.0	0.9788	0.9788	0.98	1.0
413.0	0.25562587904360057	0.02778635381290522	0.0	0.9788	0.9788	0.98	1.0
413.6	0.2539902845246357	0.027531355154481494	0.0	0.9788	0.9788	0.98	1.0
414.1	0.25308641975308643	0.027198549410698096	0.0	0.9788	0.9788	0.98	1.0
414.6	0.25914634146341464	0.027327327327327327	0.0	0.9788	0.9788	0.98	1.0
415.2	0.2561016382480776	0.03023117960877297	0.0	0.9788	0.9788	0.98	1.0
415.7	0.25752066115702477	0.026076765309112217	0.0	0.9788	0.9788	0.98	1.0
416.2	0.2558746736292428	0.028968713789107765	0.0	0.9788	0.9788	0.98	1.0
416.8	0.25322164948453607	0.026762589928057554	0.0	0.9788	0.9788	0.98	1.0
417.3	0.2576433121019108	0.026996305768684285	0.0	0.9788	0.9788	0.98	1.0
417.8	0.2598870056497175	0.030123873873873875	0.0	0.9788	0.9788	0.98	1.0
418.4	0.25583566760037346	0.02982994145525509	0.0	0.9788	0.9788	0.98	1.0
418.9	0.2558282208588957	0.030278007156619872	0.0	0.9788	0.9788	0.98	1.0
419.4	0.25591985428051	0.02920305676855895	0.0	0.9788	0.9788	0.98	1.0
420.0	0.257134274556924	0.02461455233973492	0.0	0.9788	0.9788	0.98	1.0
420.5	0.2557932263814617	0.026598602901665772	0.0	0.9788	0.9788	0.98	1.0
421.0	0.2556701030927835	0.025593175153292454	0.0	0.9788	0.9788	0.98	1.0
421.5	0.2568353694008144	0.029504741833508957	0.0	0.9788	0.9788	0.98	1.0
422.1	0.25144675925925924	0.028810895756940808	0.0	0.9788	0.9788	0.98	1.0
422.6	0.2551487414187643	0.02934302778499091	0.0	0.9788	0.9788	0.98	1.0
423.1	0.2541123085649461	0.02968508002065049	0.0	0.9788	0.9788	0.98	1.0
423.7	0.25400393368923857	0.029275808936825885	0.0	0.9788	0.9788	0.98	1.0
424.2	0.25551521921251047	0.030010172939979655	0.0	0.9788	0.9788	0.98	1.0
424.7	0.25511898173768677	0.029062421026029822	0.0	0.9788	0.9788	0.98	1.0
425.3	0.25596053713346123	0.02769385699899295	0.0	0.9788	0.9788	0.98	1.0
425.8	0.2539509536784741	0.02944111776447106	0.0	0.9788	0.9788	0.98	1.0
426.3	0.25094850948509484	0.027791563275434243	0.0	0.9788	0.9788	0.98	1.0
426.9	0.25328330206378985	0.027346637102734665	0.0	0.9788	0.9788	0.98	1.0
427.4	0.25232898589299974	0.028886168910648716	0.0	0.9788	0.9788	0.98	1.0
427.9	0.2521716241116083	0.027737226277372264	0.0	0.9788	0.9788	0.98	1.0
428.5	0.2553357626236335	0.030033637674195098	0.0	0.9788	0.9788	0.98	1.0
429.0	0.25308641975308643	0.03002144388849178	0.0	0.9788	0.9788	0.98	1.0
429.6	0.2541856925418569	0.028437132784958873	0.0	0.9788	0.9788	0.98	1.0
430.1	0.255	0.029193697868396665	0.0	0.9788	0.9788	0.98	1.0
430.6	0.25325792967789523	0.0283363802559415	0.0	0.9788	0.9788	0.98	1.0
431.2	0.2515071135760791	0.027621827981136313	0.0	0.9788	0.9788	0.98	1.0
431.7	0.25414495499763146	0.027802294792586054	0.0	0.9788	0.9788	0.98	1.0
432.2	0.2527906976744186	0.027126736111111112	0.0	0.9788	0.9788	0.98	1.0
432.8	0.25177223873770865	0.02700385769395628	0.0	0.9788	0.9788	0.98	1.0
433.3	0.25303370786516854	0.025927487352445194	0.0	0.9788	0.9788	0.98	1.0
433.8	0.25364238410596024	0.0291865038294349	0.0	0.9788	0.9788	0.98	1.0
434.4	0.2517331022530329	0.027721157766000815	0.0	0.9788	0.9788	0.98	1.0
434.9	0.25176621708413616	0.027956556717618663	0.0	0.9788	0.9788	0.98	1.0
435.4	0.25293870696893367	0.026560951437066403	0.0	0.9788	0.9788	0.98	1.0
436.0	0.253217102532171	0.02638780297107115	0.0	0.9788	0.9788	0.98	1.0
436.5	0.2505120852109791	0.027622175004829053	0.0	0.9788	0.9788	0.98	1.0
437.0	0.2528898803488136	0.027265745007680493	0.0	0.9788	0.9788	0.98	1.0
437.6	0.25190380761523046	0.0282947208507406	0.0	0.9788	0.9788	0.98	1.0
438.1	0.251494619370267	0.026704545454545453	0.0	0.9788	0.9788	0.98	1.0
438.6	0.2516818361693708	0.026118000751597144	0.0	0.9788	0.9788	0.98	1.0
439.2	0.24945812807881773	0.027684249906472128	0.0	0.9788	0.9788	0.98	1.0
439.7	0.24897240164415738	0.02816113390525923	0.0	0.9788	0.9788	0.98	1.0
440.2	0.25253510140405616	0.027570789865871834	0.0	0.9788	0.9788	0.98	1.0
440.8	0.2505361668941314	0.026252094582014524	0.0	0.9788	0.9788	0.98	1.0
441.3	0.2511167216935327	0.02840170781511045	0.0	0.9788	0.9788	0.98	1.0
441.8	0.24970918960837535	0.029591270575180323	0.0	0.9788	0.9788	0.98	1.0
442.4	0.2508710801393728	0.026896679651270638	0.0	0.9788	0.9788	0.98	1.0
442.9	0.24927424037158893	0.028523800703834045	0.0	0.9788	0.9788	0.98	1.0
443.5	0.2507237984944991	0.030735049064987967	0.0	0.9788	0.9788	0.98	1.0
444.0	0.2500480861704174	0.02722222222222222	0.0	0.9788	0.9788	0.98	1.0
444.5	0.24947145877378435	0.02885682574916759	0.0	0.9788	0.9788	0.98	1.0
445.1	0.2511975474228779	0.027649769585253458	0.0	0.9788	0.9788	0.98	1.0
445.6	0.2501905487804878	0.03151914971596115	0.0	0.9788	0.9788	0.98	1.0
446.1	0.25023553796872056	0.02983445515735856	0.0	0.9788	0.9788	0.98	1.0
446.7	0.24804031354983203	0.028395731597033822	0.0	0.9788	0.9788	0.98	1.0
447.2	0.24935161170804002	0.029475197699496764	0.0	0.9788	0.9788	0.98	1.0
447.7	0.24935779816513762	0.028916090118857547	0.0	0.9788	0.9788	0.98	1.0
448.3	0.24850786760716223	0.02912280701754386	0.0	0.9788	0.9788	0.98	1.0
448.8	0.2500891901534071	0.02925393803011944	0.0	0.9788	0.9788	0.98	1.0
449.3	0.2495171202809482	0.029331514324693043	0.0	0.9788	0.9788	0.98	1.0
449.9	0.24866171645657054	0.027236045729657026	0.0	0.9788	0.9788	0.98	1.0
450.4	0.2502119003220885	0.02888742159128425	0.0	0.9788	0.9788	0.98	1.0
450.9	0.24770642201834864	0.028683181225554105	0.0	0.9788	0.9788	0.98	1.0
451.5	0.24930339288641207	0.027230498157936888	0.0	0.9788	0.9788	0.98	1.0
452.0	0.24754704841563455	0.028310789556464298	0.0	0.9788	0.9788	0.98	1.0
452.6	0.25114806017418845	0.02805766547822043	0.0	0.9788	0.9788	0.98	1.0
453.1	0.24809457147301292	0.026936539339522142	0.0	0.9788	0.9788	0.98	1.0
453.6	0.24708588957055214	0.027911164465786314	0.0	0.9788	0.9788	0.98	1.0
454.2	0.2477769404672193	0.028807800265918157	0.0	0.9788	0.9788	0.98	1.0
454.7	0.24802856717750335	0.027465303140978815	0.0	0.9788	0.9788	0.98	1.0
455.2	0.24816876648110167	0.028022533583706485	0.0	0.9788	0.9788	0.98	1.0
455.8	0.2470605312817535	0.027686599115170542	0.0	0.9788	0.9788	0.98	1.0
456.3	0.24665804225959465	0.02800169707254985	0.0	0.9788	0.9788	0.98	1.0
456.8	0.24718460441910192	0.026049000281610814	0.0	0.9788	0.9788	0.98	1.0
457.4	0.24879977407512002	0.02803347280334728	0.0	0.9788	0.9788	0.98	1.0
457.9	0.2469828795958462	0.028174878556557946	0.0	0.9788	0.9788	0.98	1.0
458.5	0.24674597620713787	0.027754648903691368	0.0	0.9788	0.9788	0.98	1.0
459.0	0.24790969899665552	0.028709454796411318	0.0	0.9788	0.9788	0.98	1.0
459.5	0.24850839461634522	0.02780454232622161	0.0	0.9788	0.9788	0.98	1.0
460.1	0.2480942480942481	0.027617477328936522	0.0	0.9788	0.9788	0.98	1.0
460.6	0.24716459197787	0.028441879637262985	0.0	0.9788	0.9788	0.98	1.0
461.1	0.24703284570797682	0.028830313014827018	0.0	0.9788	0.9788	0.98	1.0
461.7	0.24786442546155965	0.02917808219178082	0.0	0.9788	0.9788	0.98	1.0
462.2	0.24548587181254308	0.028497054391012466	0.0	0.9788	0.9788	0.98	1.0
462.7	0.24693568379011155	0.030145245272677444	0.0	0.9788	0.9788	0.98	1.0
463.3	0.24800988196541313	0.031459444672411435	0.0	0.9788	0.9788	0.98	1.0
463.8	0.24708304735758407	0.029867105082888066	0.0	0.9788	0.9788	0.98	1.0
464.4	0.24835706462212487	0.028727770177838577	0.0	0.9788	0.9788	0.98	1.0
464.9	0.24618528610354223	0.028353326063249727	0.0	0.9788	0.9788	0.98	1.0
465.4	0.24643971246439714	0.029966101694915256	0.0	0.9788	0.9788	0.98	1.0
466.0	0.24515868746637978	0.028967933171651847	0.0	0.9788	0.9788	0.98	1.0
466.5	0.2479593202194567	0.03029490616621984	0.0	0.9788	0.9788	0.98	1.0
467.0	0.24701195219123506	0.030658491069048253	0.0	0.9788	0.9788	0.98	1.0
467.6	0.24673267326732673	0.03074476543864299	0.0	0.9788	0.9788	0.98	1.0
468.1	0.24554973821989529	0.029744669649907872	0.0	0.9788	0.9788	0.98	1.0
468.7	0.24705119896305897	0.02894393741851369	0.0	0.9788	0.9788	0.98	1.0
469.2	0.24633581897660067	0.02973881561934316	0.0	0.9788	0.9788	0.98	1.0
469.7	0.24599338590689393	0.030454254638515674	0.0	0.9788	0.9788	0.98	1.0
470.3	0.2462178517397882	0.030880670987418986	0.0	0.9788	0.9788	0.98	1.0
470.8	0.24600599101347978	0.029845107669059314	0.0	0.9788	0.9788	0.98	1.0
471.3	0.2460435212660732	0.02948894164688242	0.0	0.9788	0.9788	0.98	1.0
471.9	0.24660882316998656	0.03061350450561659	0.0	0.9788	0.9788	0.98	1.0
472.4	0.2451550387596899	0.030046602894285013	0.0	0.9788	0.9788	0.98	1.0
473.0	0.2454326923076923	0.028435440566268	0.0	0.9788	0.9788	0.98	1.0
473.5	0.24517742319599906	0.031136857349746562	0.0	0.9788	0.9788	0.98	1.0
474.0	0.24533648170011807	0.03205741626794258	0.0	0.9788	0.9788	0.98	1.0
474.6	0.24523001287603885	0.030414637044077462	0.0	0.9788	0.9788	0.98	1.0
475.1	0.24599675098630772	0.02944640753828033	0.0	0.9788	0.9788	0.98	1.0
475.6	0.2459431465070779	0.0289193302891933	0.0	0.9788	0.9788	0.98	1.0
476.2	0.24536931168534187	0.031493317838466005	0.0	0.9788	0.9788	0.98	1.0
476.7	0.24650687265704874	0.029854200416570238	0.0	0.9788	0.9788	0.98	1.0
477.3	0.2446351931330472	0.02955381784728611	0.0	0.9788	0.9788	0.98	1.0
477.8	0.24482024862806584	0.029710890183978975	0.0	0.9788	0.9788	0.98	1.0
478.3	0.24509803921568626	0.031072805624858243	0.0	0.9788	0.9788	0.98	1.0
478.9	0.24510129525074725	0.03120054261813249	0.0	0.9788	0.9788	0.98	1.0
479.4	0.2441541332747832	0.031200897867564536	0.0	0.9788	0.9788	0.98	1.0
479.9	0.24450010890873447	0.030427998216674097	0.0	0.9788	0.9788	0.98	1.0
480.5	0.24575262417487284	0.030430452583822064	0.0	0.9788	0.9788	0.98	1.0
481.0	0.2448497854077253	0.030546093835842215	0.0	0.9788	0.9788	0.98	1.0
481.6	0.2443520886615516	0.030994215868165448	0.0	0.9788	0.9788	0.98	1.0
482.1	0.24553807160206992	0.030437608318890814	0.0	0.9788	0.9788	0.98	1.0
482.6	0.2454354669464848	0.031754574811625406	0.0	0.9788	0.9788	0.98	1.0
483.2	0.24322077922077923	0.03113006396588486	0.0	0.9788	0.9788	0.98	1.0
483.7	0.24516596008685762	0.031532009767491244	0.0	0.9788	0.9788	0.98	1.0
484.2	0.2448060587452666	0.03114805850783963	0.0	0.9788	0.9788	0.98	1.0
484.8	0.24464521368388997	0.030663329161451813	0.0	0.9788	0.9788	0.98	1.0
485.3	0.24510595358224016	0.03131805454734004	0.0	0.9788	0.9788	0.98	1.0
485.9	0.24465629703963873	0.03163444639718805	0.0	0.9788	0.9788	0.98	1.0
486.4	0.24422540820390282	0.031086488150200063	0.0	0.9788	0.9788	0.98	1.0
486.9	0.24325659519810294	0.030858539566147265	0.0	0.9788	0.9788	0.98	1.0
487.5	0.24459512578616352	0.030939338608236965	0.0	0.9788	0.9788	0.98	1.0
488.0	0.2446351931330472	0.030626637114648397	0.0	0.9788	0.9788	0.98	1.0
488.6	0.2446447610739556	0.031663326653306616	0.0	0.9788	0.9788	0.98	1.0
489.1	0.24545016851227733	0.03151490974369203	0.0	0.9788	0.9788	0.98	1.0
489.6	0.24481566820276499	0.03250820161049806	0.0	0.9788	0.9788	0.98	1.0
490.2	0.2450596658711217	0.03219096671949287	0.0	0.9788	0.9788	0.98	1.0
490.7	0.24346917450365727	0.031994487103760585	0.0	0.9788	0.9788	0.98	1.0
491.2	0.24355083459787558	0.03137602045834563	0.0	0.9788	0.9788	0.98	1.0
491.8	0.2440751581531489	0.032024287533052594	0.0	0.9788	0.9788	0.98	1.0
492.3	0.24456163480553725	0.03201488153514784	0.0	0.9788	0.9788	0.98	1.0
492.9	0.24434219175509436	0.031586152943477414	0.0	0.9788	0.9788	0.98	1.0
493.4	0.24300732119391777	0.030456852791878174	0.0	0.9788	0.9788	0.98	1.0
493.9	0.24315710536182977	0.0317227916056613	0.0	0.9788	0.9788	0.98	1.0
494.5	0.24412177985948477	0.033271538686701144	0.0	0.9788	0.9788	0.98	1.0
495.0	0.24406270534121843	0.03178484107579462	0.0	0.9788	0.9788	0.98	1.0
495.6	0.24372188905547226	0.03167465050347053	0.0	0.9788	0.9788	0.98	1.0
496.1	0.24371010138941043	0.032318088336108115	0.0	0.9788	0.9788	0.98	1.0
496.6	0.24375352244974638	0.032770800627943485	0.0	0.9788	0.9788	0.98	1.0
497.2	0.2442898768681267	0.033147004020790426	0.0	0.9788	0.9788	0.98	1.0
497.7	0.2440258644925499	0.032270720941638055	0.0	0.9788	0.9788	0.98	1.0
498.2	0.2434365295944293	0.033899970521764765	0.0	0.9788	0.9788	0.98	1.0
498.8	0.2438082681985121	0.034122287968441814	0.0	0.9788	0.9788	0.98	1.0
499.3	0.24405600977351752	0.03303185214313802	0.0	0.9788	0.9788	0.98	1.0
499.9	0.2430959984970881	0.03312039312039312	0.0	0.9788	0.9788	0.98	1.0
500.4	0.24301518844927808	0.03259695630829652	0.0	0.9788	0.9788	0.98	1.0
500.9	0.24439252336448597	0.03299716048173896	0.0	0.9788	0.9788	0.98	1.0
501.5	0.2441222934671499	0.0344458499562129	0.0	0.9788	0.9788	0.98	1.0
502.0	0.24460630647243223	0.033614259420711036	0.0	0.9788	0.9788	0.98	1.0
502.6	0.2420463922251765	0.034151034151034154	0.0	0.9788	0.9788	0.98	1.0
503.1	0.24406440462112253	0.03411697247706422	0.0	0.9788	0.9788	0.98	1.0
503.6	0.24343352288112646	0.033298548524807896	0.0	0.9788	0.9788	0.98	1.0
504.2	0.24302575107296137	0.03376281388131289	0.0	0.9788	0.9788	0.98	1.0
504.7	0.24378153492077542	0.03389514852407114	0.0	0.9788	0.9788	0.98	1.0
505.2	0.24436650591845682	0.035384331116038434	0.0	0.9788	0.9788	0.98	1.0
505.8	0.24428608672981664	0.034047226798462386	0.0	0.9788	0.9788	0.98	1.0
506.3	0.24320850115691148	0.03516861043305307	0.0	0.9788	0.9788	0.98	1.0
