IAD1 # Must be first four characters
# Input Example with a single set of sphere coefficients 
# The order of entries is important 
# Anything after a ’#’ is ignored, blank lines are also ignored

1.34 # Index of refraction of the sample 
1.50 # Index of refraction of the top and bottom slides 
1.0 # [mm] Thickness of sample 
1.0 # [mm] Thickness of slides 
5.0 # [mm] Diameter of illumination beam 
0.96 # Reflectance of the calibration standard
1 # Number of spheres used during each measurement

# Properties of sphere used for reflectance measurements 203.2 # [mm] Sphere Diameter (8 in * 25.4 mm/in) 
25.4 # [mm] Sample Port Diameter 
12.7 # [mm] Entrance Port Diameter 
1.00 # [mm] Detector Port Diameter 
0.96 # Reflectance of the sphere wall

# Properties of sphere used for transmittance measurements 203.2 # [mm] Sphere Diameter (8 in * 25.4 mm/in) 
25.4 # [mm] Sample Port Diameter 
0.00 # [mm] Entrance Port Diameter 
1.00 # [mm] Detector Port Diameter 
0.96 # Reflectance of the sphere wall

2 # Number of measurements, M_R, M_T

#nm	#M_R	#M_T	#M_U	#r_w 	#t_w 	#rstd 	#tstd
360.2	0.19787234042553192	0.016566265060240965	0.0	0.9788	0.9788	0.98	1.0
360.8	0.2182952182952183	0.02342606149341142	0.0	0.9788	0.9788	0.98	1.0
361.3	0.21181262729124237	0.02170767004341534	0.0	0.9788	0.9788	0.98	1.0
361.8	0.21912350597609562	0.021037868162692847	0.0	0.9788	0.9788	0.98	1.0
362.3	0.228515625	0.039509536784741145	0.0	0.9788	0.9788	0.98	1.0
362.9	0.21333333333333335	0.035856573705179286	0.0	0.9788	0.9788	0.98	1.0
363.4	0.21851851851851853	0.030104712041884817	0.0	0.9788	0.9788	0.98	1.0
363.9	0.21072088724584104	0.034526854219948847	0.0	0.9788	0.9788	0.98	1.0
364.4	0.2185792349726776	0.030303030303030304	0.0	0.9788	0.9788	0.98	1.0
364.9	0.22898032200357782	0.040993788819875775	0.0	0.9788	0.9788	0.98	1.0
365.5	0.23036649214659685	0.012285012285012284	0.0	0.9788	0.9788	0.98	1.0
366.0	0.22145328719723184	0.030878859857482184	0.0	0.9788	0.9788	0.98	1.0
366.5	0.22504230118443316	0.03537735849056604	0.0	0.9788	0.9788	0.98	1.0
367.0	0.21440536013400335	0.03981264637002342	0.0	0.9788	0.9788	0.98	1.0
367.6	0.24104234527687296	0.023148148148148147	0.0	0.9788	0.9788	0.98	1.0
368.1	0.2161290322580645	0.01820250284414107	0.0	0.9788	0.9788	0.98	1.0
368.6	0.2279874213836478	0.026726057906458798	0.0	0.9788	0.9788	0.98	1.0
369.1	0.2204968944099379	0.02628696604600219	0.0	0.9788	0.9788	0.98	1.0
369.7	0.2127659574468085	0.018378378378378378	0.0	0.9788	0.9788	0.98	1.0
370.2	0.22801788375558868	0.0211864406779661	0.0	0.9788	0.9788	0.98	1.0
370.7	0.2246376811594203	0.02688728024819028	0.0	0.9788	0.9788	0.98	1.0
371.2	0.23120567375886525	0.018480492813141684	0.0	0.9788	0.9788	0.98	1.0
371.8	0.23994452149791956	0.02905811623246493	0.0	0.9788	0.9788	0.98	1.0
372.3	0.22982216142270862	0.02453385672227674	0.0	0.9788	0.9788	0.98	1.0
372.8	0.23466666666666666	0.026061776061776062	0.0	0.9788	0.9788	0.98	1.0
373.3	0.23026315789473684	0.01984877126654064	0.0	0.9788	0.9788	0.98	1.0
373.9	0.24265644955300128	0.027281279397930385	0.0	0.9788	0.9788	0.98	1.0
374.4	0.23203026481715006	0.02302025782688766	0.0	0.9788	0.9788	0.98	1.0
374.9	0.2343558282208589	0.023486901535682024	0.0	0.9788	0.9788	0.98	1.0
375.5	0.2253012048192771	0.016843971631205674	0.0	0.9788	0.9788	0.98	1.0
376.0	0.23333333333333334	0.013077593722755012	0.0	0.9788	0.9788	0.98	1.0
376.5	0.23693379790940766	0.026518391787852865	0.0	0.9788	0.9788	0.98	1.0
377.0	0.23103057757644394	0.02092050209205021	0.0	0.9788	0.9788	0.98	1.0
377.6	0.24835164835164836	0.02042483660130719	0.0	0.9788	0.9788	0.98	1.0
378.1	0.25	0.022435897435897436	0.0	0.9788	0.9788	0.98	1.0
378.6	0.2405857740585774	0.01647058823529412	0.0	0.9788	0.9788	0.98	1.0
379.1	0.2474437627811861	0.018518518518518517	0.0	0.9788	0.9788	0.98	1.0
379.7	0.24426719840478564	0.016591251885369532	0.0	0.9788	0.9788	0.98	1.0
380.2	0.24148003894839337	0.020694752402069475	0.0	0.9788	0.9788	0.98	1.0
380.7	0.2420749279538905	0.01741654571843251	0.0	0.9788	0.9788	0.98	1.0
381.2	0.24881740775780511	0.01998572448251249	0.0	0.9788	0.9788	0.98	1.0
381.8	0.2467889908256881	0.014025245441795231	0.0	0.9788	0.9788	0.98	1.0
382.3	0.242973708068903	0.01791867677463818	0.0	0.9788	0.9788	0.98	1.0
382.8	0.25044404973357015	0.0170299727520436	0.0	0.9788	0.9788	0.98	1.0
383.4	0.2517482517482518	0.024161073825503355	0.0	0.9788	0.9788	0.98	1.0
383.9	0.23979148566463945	0.02862849533954727	0.0	0.9788	0.9788	0.98	1.0
384.4	0.25	0.021052631578947368	0.0	0.9788	0.9788	0.98	1.0
384.9	0.2461799660441426	0.020874103065883887	0.0	0.9788	0.9788	0.98	1.0
385.5	0.25374376039933444	0.021331609566903685	0.0	0.9788	0.9788	0.98	1.0
386.0	0.24668874172185432	0.02169751116783663	0.0	0.9788	0.9788	0.98	1.0
386.5	0.24939073923639318	0.027232425585813805	0.0	0.9788	0.9788	0.98	1.0
387.1	0.2553699284009546	0.019472361809045227	0.0	0.9788	0.9788	0.98	1.0
387.6	0.25258141382049243	0.021157436216552583	0.0	0.9788	0.9788	0.98	1.0
388.1	0.2533022533022533	0.023255813953488372	0.0	0.9788	0.9788	0.98	1.0
388.6	0.254601226993865	0.024728588661037394	0.0	0.9788	0.9788	0.98	1.0
389.2	0.25487256371814093	0.024390243902439025	0.0	0.9788	0.9788	0.98	1.0
389.7	0.25220588235294117	0.021739130434782608	0.0	0.9788	0.9788	0.98	1.0
390.2	0.2536127167630058	0.019562715765247412	0.0	0.9788	0.9788	0.98	1.0
390.8	0.25263157894736843	0.022358859698155393	0.0	0.9788	0.9788	0.98	1.0
391.3	0.25991792065663477	0.021311475409836064	0.0	0.9788	0.9788	0.98	1.0
391.8	0.2578490313961256	0.028846153846153848	0.0	0.9788	0.9788	0.98	1.0
392.3	0.25762491888384165	0.019916142557651992	0.0	0.9788	0.9788	0.98	1.0
392.9	0.2587635436583811	0.020429009193054137	0.0	0.9788	0.9788	0.98	1.0
393.4	0.2647241165530068	0.021042084168336674	0.0	0.9788	0.9788	0.98	1.0
393.9	0.25757575757575757	0.021088769004413928	0.0	0.9788	0.9788	0.98	1.0
394.5	0.255786350148368	0.022104757328207592	0.0	0.9788	0.9788	0.98	1.0
395.0	0.25836216839677045	0.018779342723004695	0.0	0.9788	0.9788	0.98	1.0
395.5	0.25892351274787534	0.01757631822386679	0.0	0.9788	0.9788	0.98	1.0
396.0	0.26145251396648045	0.019195612431444242	0.0	0.9788	0.9788	0.98	1.0
396.6	0.25730027548209367	0.02288021534320323	0.0	0.9788	0.9788	0.98	1.0
397.1	0.25962059620596206	0.02266666666666667	0.0	0.9788	0.9788	0.98	1.0
397.6	0.2620689655172414	0.019417475728155338	0.0	0.9788	0.9788	0.98	1.0
398.2	0.25516146109052407	0.02668416447944007	0.0	0.9788	0.9788	0.98	1.0
398.7	0.25447839831401475	0.016493055555555556	0.0	0.9788	0.9788	0.98	1.0
399.2	0.2548101924076963	0.017263703064307294	0.0	0.9788	0.9788	0.98	1.0
399.8	0.2533470648815654	0.02011125374411639	0.0	0.9788	0.9788	0.98	1.0
400.3	0.25204498977505113	0.025990626331487004	0.0	0.9788	0.9788	0.98	1.0
400.8	0.2529262086513995	0.022476675148430873	0.0	0.9788	0.9788	0.98	1.0
401.3	0.25691302161890395	0.021052631578947368	0.0	0.9788	0.9788	0.98	1.0
401.9	0.259222333000997	0.019246861924686193	0.0	0.9788	0.9788	0.98	1.0
402.4	0.25663716814159293	0.017812758906379452	0.0	0.9788	0.9788	0.98	1.0
402.9	0.2541302235179786	0.01804757998359311	0.0	0.9788	0.9788	0.98	1.0
403.5	0.2574021012416428	0.022653721682847898	0.0	0.9788	0.9788	0.98	1.0
404.0	0.25727699530516435	0.017985611510791366	0.0	0.9788	0.9788	0.98	1.0
404.5	0.2590027700831025	0.01735700197238659	0.0	0.9788	0.9788	0.98	1.0
405.1	0.25546448087431695	0.020100502512562814	0.0	0.9788	0.9788	0.98	1.0
405.6	0.25245755138516535	0.02130087485736021	0.0	0.9788	0.9788	0.98	1.0
406.1	0.2565674255691769	0.01976874300634092	0.0	0.9788	0.9788	0.98	1.0
406.7	0.2554557124518614	0.01920945696342815	0.0	0.9788	0.9788	0.98	1.0
407.2	0.25925925925925924	0.023835319609967497	0.0	0.9788	0.9788	0.98	1.0
407.7	0.25547747002893756	0.0216773276474769	0.0	0.9788	0.9788	0.98	1.0
408.2	0.2570965125709651	0.02198185624563852	0.0	0.9788	0.9788	0.98	1.0
408.8	0.25605398967844384	0.020233196159122085	0.0	0.9788	0.9788	0.98	1.0
409.3	0.25956284153005466	0.02096719648292188	0.0	0.9788	0.9788	0.98	1.0
409.8	0.2553680981595092	0.020749665327978582	0.0	0.9788	0.9788	0.98	1.0
410.4	0.2554882664647994	0.022375781507074696	0.0	0.9788	0.9788	0.98	1.0
410.9	0.2568569310600445	0.017168772270813086	0.0	0.9788	0.9788	0.98	1.0
411.4	0.2534849596478357	0.019501278772378516	0.0	0.9788	0.9788	0.98	1.0
412.0	0.2556715880446525	0.019291587602783048	0.0	0.9788	0.9788	0.98	1.0
412.5	0.2562366357804704	0.023408239700374533	0.0	0.9788	0.9788	0.98	1.0
413.0	0.25562587904360057	0.023464032108675516	0.0	0.9788	0.9788	0.98	1.0
413.6	0.2539902845246357	0.01896604466197614	0.0	0.9788	0.9788	0.98	1.0
414.1	0.25308641975308643	0.021154427319431852	0.0	0.9788	0.9788	0.98	1.0
414.6	0.25914634146341464	0.02072072072072072	0.0	0.9788	0.9788	0.98	1.0
415.2	0.2561016382480776	0.02133965619442798	0.0	0.9788	0.9788	0.98	1.0
415.7	0.25752066115702477	0.021388807500732493	0.0	0.9788	0.9788	0.98	1.0
416.2	0.2558746736292428	0.021436848203939745	0.0	0.9788	0.9788	0.98	1.0
416.8	0.25322164948453607	0.022158273381294964	0.0	0.9788	0.9788	0.98	1.0
417.3	0.2576433121019108	0.02188121625461779	0.0	0.9788	0.9788	0.98	1.0
417.8	0.2598870056497175	0.023367117117117118	0.0	0.9788	0.9788	0.98	1.0
418.4	0.25583566760037346	0.024254251463618624	0.0	0.9788	0.9788	0.98	1.0
418.9	0.2558282208588957	0.019267822736030827	0.0	0.9788	0.9788	0.98	1.0
419.4	0.25591985428051	0.02101528384279476	0.0	0.9788	0.9788	0.98	1.0
420.0	0.257134274556924	0.019204760616716256	0.0	0.9788	0.9788	0.98	1.0
420.5	0.2557932263814617	0.02015045674368619	0.0	0.9788	0.9788	0.98	1.0
421.0	0.2556701030927835	0.01972807251399627	0.0	0.9788	0.9788	0.98	1.0
421.5	0.2568353694008144	0.01791359325605901	0.0	0.9788	0.9788	0.98	1.0
422.1	0.25144675925925924	0.022524882137244632	0.0	0.9788	0.9788	0.98	1.0
422.6	0.2551487414187643	0.023630225915346664	0.0	0.9788	0.9788	0.98	1.0
423.1	0.2541123085649461	0.021424883840991223	0.0	0.9788	0.9788	0.98	1.0
423.7	0.25400393368923857	0.02362609142270159	0.0	0.9788	0.9788	0.98	1.0
424.2	0.25551521921251047	0.021363173957273652	0.0	0.9788	0.9788	0.98	1.0
424.7	0.25511898173768677	0.022997220116249686	0.0	0.9788	0.9788	0.98	1.0
425.3	0.25596053713346123	0.02014098690835851	0.0	0.9788	0.9788	0.98	1.0
425.8	0.2539509536784741	0.023952095808383235	0.0	0.9788	0.9788	0.98	1.0
426.3	0.25094850948509484	0.022332506203473945	0.0	0.9788	0.9788	0.98	1.0
426.9	0.25328330206378985	0.02094111850209411	0.0	0.9788	0.9788	0.98	1.0
427.4	0.25232898589299974	0.02252141982864137	0.0	0.9788	0.9788	0.98	1.0
427.9	0.2521716241116083	0.02335766423357664	0.0	0.9788	0.9788	0.98	1.0
428.5	0.2553357626236335	0.02522825564632388	0.0	0.9788	0.9788	0.98	1.0
429.0	0.25308641975308643	0.023350011913271386	0.0	0.9788	0.9788	0.98	1.0
429.6	0.2541856925418569	0.022796709753231493	0.0	0.9788	0.9788	0.98	1.0
430.1	0.255	0.023169601482854494	0.0	0.9788	0.9788	0.98	1.0
430.6	0.25325792967789523	0.022394881170018283	0.0	0.9788	0.9788	0.98	1.0
431.2	0.2515071135760791	0.023130473837862115	0.0	0.9788	0.9788	0.98	1.0
431.7	0.25414495499763146	0.020741394527802295	0.0	0.9788	0.9788	0.98	1.0
432.2	0.2527906976744186	0.022786458333333332	0.0	0.9788	0.9788	0.98	1.0
432.8	0.25177223873770865	0.021431633090441493	0.0	0.9788	0.9788	0.98	1.0
433.3	0.25303370786516854	0.020868465430016865	0.0	0.9788	0.9788	0.98	1.0
433.8	0.25364238410596024	0.022148623473400953	0.0	0.9788	0.9788	0.98	1.0
434.4	0.2517331022530329	0.02445984508764778	0.0	0.9788	0.9788	0.98	1.0
434.9	0.25176621708413616	0.022325020112630732	0.0	0.9788	0.9788	0.98	1.0
435.4	0.25293870696893367	0.0222001982160555	0.0	0.9788	0.9788	0.98	1.0
436.0	0.253217102532171	0.023651290070367474	0.0	0.9788	0.9788	0.98	1.0
436.5	0.2505120852109791	0.023372609619470738	0.0	0.9788	0.9788	0.98	1.0
437.0	0.2528898803488136	0.022657450076804916	0.0	0.9788	0.9788	0.98	1.0
437.6	0.25190380761523046	0.02449677174325864	0.0	0.9788	0.9788	0.98	1.0
438.1	0.251494619370267	0.024431818181818183	0.0	0.9788	0.9788	0.98	1.0
438.6	0.2516818361693708	0.0212326193160466	0.0	0.9788	0.9788	0.98	1.0
439.2	0.24945812807881773	0.02244668911335578	0.0	0.9788	0.9788	0.98	1.0
439.7	0.24897240164415738	0.021820216337187618	0.0	0.9788	0.9788	0.98	1.0
440.2	0.25253510140405616	0.02459016393442623	0.0	0.9788	0.9788	0.98	1.0
440.8	0.2505361668941314	0.021038912679203128	0.0	0.9788	0.9788	0.98	1.0
441.3	0.2511167216935327	0.02431780211620568	0.0	0.9788	0.9788	0.98	1.0
441.8	0.24970918960837535	0.025522470871093026	0.0	0.9788	0.9788	0.98	1.0
442.4	0.2508710801393728	0.023557781487664627	0.0	0.9788	0.9788	0.98	1.0
442.9	0.24927424037158893	0.02556028894239674	0.0	0.9788	0.9788	0.98	1.0
443.5	0.2507237984944991	0.02592112571745973	0.0	0.9788	0.9788	0.98	1.0
444.0	0.2500480861704174	0.022407407407407407	0.0	0.9788	0.9788	0.98	1.0
444.5	0.24947145877378435	0.024787273399926008	0.0	0.9788	0.9788	0.98	1.0
445.1	0.2511975474228779	0.023963133640552997	0.0	0.9788	0.9788	0.98	1.0
445.6	0.2501905487804878	0.024922118380062305	0.0	0.9788	0.9788	0.98	1.0
446.1	0.25023553796872056	0.024013098053483718	0.0	0.9788	0.9788	0.98	1.0
446.7	0.24804031354983203	0.02477844094773015	0.0	0.9788	0.9788	0.98	1.0
447.2	0.24935161170804002	0.024442846872753415	0.0	0.9788	0.9788	0.98	1.0
447.7	0.24935779816513762	0.024658506297676068	0.0	0.9788	0.9788	0.98	1.0
448.3	0.24850786760716223	0.02456140350877193	0.0	0.9788	0.9788	0.98	1.0
448.8	0.2500891901534071	0.02440713172927125	0.0	0.9788	0.9788	0.98	1.0
449.3	0.2495171202809482	0.0252387448840382	0.0	0.9788	0.9788	0.98	1.0
449.9	0.24866171645657054	0.0242098184263618	0.0	0.9788	0.9788	0.98	1.0
450.4	0.2502119003220885	0.025586001980851765	0.0	0.9788	0.9788	0.98	1.0
450.9	0.24770642201834864	0.024771838331160364	0.0	0.9788	0.9788	0.98	1.0
451.5	0.24930339288641207	0.024987986544930323	0.0	0.9788	0.9788	0.98	1.0
452.0	0.24754704841563455	0.02516514627241271	0.0	0.9788	0.9788	0.98	1.0
452.6	0.25114806017418845	0.02433731204464424	0.0	0.9788	0.9788	0.98	1.0
453.1	0.24809457147301292	0.024501597930299802	0.0	0.9788	0.9788	0.98	1.0
453.6	0.24708588957055214	0.02581032412965186	0.0	0.9788	0.9788	0.98	1.0
454.2	0.2477769404672193	0.026148618702910326	0.0	0.9788	0.9788	0.98	1.0
454.7	0.24802856717750335	0.02483564645726808	0.0	0.9788	0.9788	0.98	1.0
455.2	0.24816876648110167	0.025711396793297703	0.0	0.9788	0.9788	0.98	1.0
455.8	0.2470605312817535	0.02483231054659626	0.0	0.9788	0.9788	0.98	1.0
456.3	0.24665804225959465	0.025173242822797343	0.0	0.9788	0.9788	0.98	1.0
456.8	0.24718460441910192	0.0243593353984793	0.0	0.9788	0.9788	0.98	1.0
457.4	0.24879977407512002	0.024965132496513248	0.0	0.9788	0.9788	0.98	1.0
457.9	0.2469828795958462	0.02512144344205413	0.0	0.9788	0.9788	0.98	1.0
458.5	0.24674597620713787	0.026089369969469887	0.0	0.9788	0.9788	0.98	1.0
459.0	0.24790969899665552	0.025120772946859903	0.0	0.9788	0.9788	0.98	1.0
459.5	0.24850839461634522	0.026703372333103922	0.0	0.9788	0.9788	0.98	1.0
460.1	0.2480942480942481	0.025419071173399286	0.0	0.9788	0.9788	0.98	1.0
460.6	0.24716459197787	0.025968672712283595	0.0	0.9788	0.9788	0.98	1.0
461.1	0.24703284570797682	0.027182866556836903	0.0	0.9788	0.9788	0.98	1.0
461.7	0.24786442546155965	0.02506849315068493	0.0	0.9788	0.9788	0.98	1.0
462.2	0.24548587181254308	0.026852993560761748	0.0	0.9788	0.9788	0.98	1.0
462.7	0.24693568379011155	0.027678816114003836	0.0	0.9788	0.9788	0.98	1.0
463.3	0.24800988196541313	0.02708247845711941	0.0	0.9788	0.9788	0.98	1.0
463.8	0.24708304735758407	0.026852993560761748	0.0	0.9788	0.9788	0.98	1.0
464.4	0.24835706462212487	0.027633378932968536	0.0	0.9788	0.9788	0.98	1.0
464.9	0.24618528610354223	0.02808069792802617	0.0	0.9788	0.9788	0.98	1.0
465.4	0.24643971246439714	0.027254237288135592	0.0	0.9788	0.9788	0.98	1.0
466.0	0.24515868746637978	0.026273241713823767	0.0	0.9788	0.9788	0.98	1.0
466.5	0.2479593202194567	0.027613941018766755	0.0	0.9788	0.9788	0.98	1.0
467.0	0.24701195219123506	0.027992535323913624	0.0	0.9788	0.9788	0.98	1.0
467.6	0.24673267326732673	0.027829313543599257	0.0	0.9788	0.9788	0.98	1.0
468.1	0.24554973821989529	0.027112397999473545	0.0	0.9788	0.9788	0.98	1.0
468.7	0.24705119896305897	0.026857887874837026	0.0	0.9788	0.9788	0.98	1.0
469.2	0.24633581897660067	0.028187225239203518	0.0	0.9788	0.9788	0.98	1.0
469.7	0.24599338590689393	0.02815099168266155	0.0	0.9788	0.9788	0.98	1.0
470.3	0.2462178517397882	0.02783072817384674	0.0	0.9788	0.9788	0.98	1.0
470.8	0.24600599101347978	0.02707467573353482	0.0	0.9788	0.9788	0.98	1.0
471.3	0.2460435212660732	0.026989878795451706	0.0	0.9788	0.9788	0.98	1.0
471.9	0.24660882316998656	0.028638439698802618	0.0	0.9788	0.9788	0.98	1.0
472.4	0.2451550387596899	0.02710326220259995	0.0	0.9788	0.9788	0.98	1.0
473.0	0.2454326923076923	0.026482792287039297	0.0	0.9788	0.9788	0.98	1.0
473.5	0.24517742319599906	0.028240405503258507	0.0	0.9788	0.9788	0.98	1.0
474.0	0.24533648170011807	0.02799043062200957	0.0	0.9788	0.9788	0.98	1.0
474.6	0.24523001287603885	0.0275632648211952	0.0	0.9788	0.9788	0.98	1.0
475.1	0.24599675098630772	0.02685512367491166	0.0	0.9788	0.9788	0.98	1.0
475.6	0.2459431465070779	0.02704601334738321	0.0	0.9788	0.9788	0.98	1.0
476.2	0.24536931168534187	0.02800697269029634	0.0	0.9788	0.9788	0.98	1.0
476.7	0.24650687265704874	0.02753992131451053	0.0	0.9788	0.9788	0.98	1.0
477.3	0.2446351931330472	0.028863845446182153	0.0	0.9788	0.9788	0.98	1.0
477.8	0.24482024862806584	0.0276539824020112	0.0	0.9788	0.9788	0.98	1.0
478.3	0.24509803921568626	0.028804717623043773	0.0	0.9788	0.9788	0.98	1.0
478.9	0.24510129525074725	0.029617906398372147	0.0	0.9788	0.9788	0.98	1.0
479.4	0.2441541332747832	0.0287317620650954	0.0	0.9788	0.9788	0.98	1.0
479.9	0.24450010890873447	0.027975925100312084	0.0	0.9788	0.9788	0.98	1.0
480.5	0.24575262417487284	0.0279960163771163	0.0	0.9788	0.9788	0.98	1.0
481.0	0.2448497854077253	0.028788045269750578	0.0	0.9788	0.9788	0.98	1.0
481.6	0.2443520886615516	0.029684601113172542	0.0	0.9788	0.9788	0.98	1.0
482.1	0.24553807160206992	0.02957105719237435	0.0	0.9788	0.9788	0.98	1.0
482.6	0.2454354669464848	0.030247578040904197	0.0	0.9788	0.9788	0.98	1.0
483.2	0.24322077922077923	0.028997867803837955	0.0	0.9788	0.9788	0.98	1.0
483.7	0.24516596008685762	0.029620978872491772	0.0	0.9788	0.9788	0.98	1.0
484.2	0.2448060587452666	0.02904345996001263	0.0	0.9788	0.9788	0.98	1.0
484.8	0.24464521368388997	0.02920317062995411	0.0	0.9788	0.9788	0.98	1.0
485.3	0.24510595358224016	0.02903660686508348	0.0	0.9788	0.9788	0.98	1.0
485.9	0.24465629703963873	0.02894655225886488	0.0	0.9788	0.9788	0.98	1.0
486.4	0.24422540820390282	0.030060531445572997	0.0	0.9788	0.9788	0.98	1.0
486.9	0.24325659519810294	0.03024747937671861	0.0	0.9788	0.9788	0.98	1.0
487.5	0.24459512578616352	0.02931629133698519	0.0	0.9788	0.9788	0.98	1.0
488.0	0.2446351931330472	0.029417690912754382	0.0	0.9788	0.9788	0.98	1.0
488.6	0.2446447610739556	0.030260521042084168	0.0	0.9788	0.9788	0.98	1.0
489.1	0.24545016851227733	0.03031814101924803	0.0	0.9788	0.9788	0.98	1.0
489.6	0.24481566820276499	0.029724624714186302	0.0	0.9788	0.9788	0.98	1.0
490.2	0.2450596658711217	0.0304080824088748	0.0	0.9788	0.9788	0.98	1.0
490.7	0.24346917450365727	0.03002559558968301	0.0	0.9788	0.9788	0.98	1.0
491.2	0.24355083459787558	0.03098259073473001	0.0	0.9788	0.9788	0.98	1.0
491.8	0.2440751581531489	0.031240818724904515	0.0	0.9788	0.9788	0.98	1.0
492.3	0.24456163480553725	0.03123164284315645	0.0	0.9788	0.9788	0.98	1.0
492.9	0.24434219175509436	0.030021513788382553	0.0	0.9788	0.9788	0.98	1.0
493.4	0.24300732119391777	0.03084732526356892	0.0	0.9788	0.9788	0.98	1.0
493.9	0.24315710536182977	0.03055148853099073	0.0	0.9788	0.9788	0.98	1.0
494.5	0.24412177985948477	0.03210069275051224	0.0	0.9788	0.9788	0.98	1.0
495.0	0.24406270534121843	0.03080684596577017	0.0	0.9788	0.9788	0.98	1.0
495.6	0.24372188905547226	0.030892560367582363	0.0	0.9788	0.9788	0.98	1.0
496.1	0.24371010138941043	0.03075115071981197	0.0	0.9788	0.9788	0.98	1.0
496.6	0.24375352244974638	0.03237833594976452	0.0	0.9788	0.9788	0.98	1.0
497.2	0.2442898768681267	0.03197018730999313	0.0	0.9788	0.9788	0.98	1.0
497.7	0.2440258644925499	0.03207454634624816	0.0	0.9788	0.9788	0.98	1.0
498.2	0.2434365295944293	0.03213127640758573	0.0	0.9788	0.9788	0.98	1.0
498.8	0.2438082681985121	0.032149901380670615	0.0	0.9788	0.9788	0.98	1.0
499.3	0.24405600977351752	0.03244199764058199	0.0	0.9788	0.9788	0.98	1.0
499.9	0.2430959984970881	0.03253071253071253	0.0	0.9788	0.9788	0.98	1.0
500.4	0.24301518844927808	0.031418753068237604	0.0	0.9788	0.9788	0.98	1.0
500.9	0.24439252336448597	0.03201801625379418	0.0	0.9788	0.9788	0.98	1.0
501.5	0.2441222934671499	0.03327819402549382	0.0	0.9788	0.9788	0.98	1.0
502.0	0.24460630647243223	0.03206432238690303	0.0	0.9788	0.9788	0.98	1.0
502.6	0.2420463922251765	0.0328042328042328	0.0	0.9788	0.9788	0.98	1.0
503.1	0.24406440462112253	0.03297018348623853	0.0	0.9788	0.9788	0.98	1.0
503.6	0.24343352288112646	0.03291907788634854	0.0	0.9788	0.9788	0.98	1.0
504.2	0.24302575107296137	0.03206997084548105	0.0	0.9788	0.9788	0.98	1.0
504.7	0.24378153492077542	0.03277772604525561	0.0	0.9788	0.9788	0.98	1.0
505.2	0.24436650591845682	0.03353658536585366	0.0	0.9788	0.9788	0.98	1.0
505.8	0.24428608672981664	0.032948929159802305	0.0	0.9788	0.9788	0.98	1.0
506.3	0.24320850115691148	0.03299882469939427	0.0	0.9788	0.9788	0.98	1.0
