349.80	16662.43	20665.71
350.30	16906.71	20931.14
350.80	17137.14	21198.29
351.30	17312.14	21428.57
351.90	17409.86	21563.86
352.40	17517.71	21707.00
352.90	17599.14	21799.29
353.40	17569.57	21773.00
354.00	17576.29	21785.86
354.50	17624.29	21850.00
355.00	17634.43	21853.57
355.50	17651.57	21877.29
356.00	17614.57	21836.14
356.60	17585.86	21795.14
357.10	17626.86	21843.29
357.60	17611.43	21817.86
358.10	17639.00	21852.57
358.70	17579.57	21787.71
359.20	17597.43	21809.57
359.70	17612.71	21820.86
360.20	17643.86	21867.86
360.80	17613.00	21827.86
361.30	17705.71	21930.57
361.80	17651.00	21865.00
362.30	17680.71	21898.86
362.90	17641.57	21851.57
363.40	17713.14	21935.57
363.90	17712.14	21931.71
364.40	17738.86	21964.14
364.90	17656.00	21859.00
365.50	17725.29	21943.71
366.00	17704.71	21922.29
366.50	17664.57	21870.00
367.00	17710.43	21921.86
367.60	17732.29	21945.14
368.10	17731.71	21946.14
368.60	17671.00	21872.29
369.10	17725.14	21931.29
369.70	17776.57	21990.43
370.20	17704.43	21896.71
370.70	17698.86	21901.57
371.20	17748.14	21947.00
371.80	17796.86	22005.00
372.30	17722.71	21917.29
372.80	17793.43	22001.57
373.30	17808.71	22016.00
373.90	17760.57	21946.86
374.40	17773.57	21966.43
374.90	17819.14	22019.00
375.50	17725.57	21893.86
376.00	17842.00	22032.43
376.50	17808.43	21983.14
377.00	17831.29	22018.71
377.60	17778.86	21956.57
378.10	17851.71	22038.57
378.60	17795.00	21959.43
379.10	17803.43	21972.57
379.70	17789.00	21948.29
380.20	17856.57	22027.43
380.70	17859.14	22028.86
381.20	17818.00	21978.86
381.80	17807.43	21965.43
382.30	17850.43	22005.43
382.80	17834.43	21983.14
383.40	17879.29	22035.29
383.90	17835.00	21976.29
384.40	17974.86	22145.57
384.90	17893.57	22038.14
385.50	17914.57	22053.71
386.00	17912.29	22057.71
386.50	17983.29	22133.86
387.10	17918.71	22057.57
387.60	17934.00	22076.43
388.10	17942.00	22068.86
388.60	17958.29	22089.86
389.20	17945.86	22071.57
389.70	17974.00	22095.57
390.20	17953.29	22070.29
390.80	18038.29	22175.00
391.30	18012.43	22134.43
391.80	18013.29	22122.71
392.30	18005.14	22101.86
392.90	18003.86	22084.57
393.40	17998.29	22078.57
393.90	18073.71	22155.00
394.50	18079.71	22154.71
395.00	18028.86	22090.86
395.50	18055.71	22119.00
396.00	18057.14	22114.86
396.60	18031.29	22070.00
397.10	18117.57	22173.14
397.60	18116.00	22170.57
398.20	18118.14	22165.57
398.70	18121.29	22162.43
399.20	18210.00	22271.71
399.80	18090.43	22129.14
400.30	18152.14	22194.57
400.80	18196.86	22243.00
401.30	18177.29	22206.71
401.90	18191.86	22217.14
402.40	18209.57	22243.71
402.90	18199.43	22223.00
403.50	18228.57	22255.43
404.00	18217.86	22230.00
404.50	18177.57	22172.86
405.10	18188.57	22179.43
405.60	18283.43	22285.14
406.10	18257.86	22247.14
406.70	18271.14	22251.57
407.20	18280.57	22254.86
407.70	18365.57	22339.14
408.20	18359.43	22325.86
408.80	18368.14	22329.29
409.30	18399.14	22354.29
409.80	18445.14	22396.00
410.40	18419.71	22356.43
410.90	18419.14	22357.57
411.40	18382.43	22293.29
412.00	18442.43	22365.57
412.50	18493.00	22415.14
413.00	18454.14	22357.29
413.60	18493.86	22399.14
414.10	18462.57	22354.86
414.60	18496.43	22378.71
415.20	18539.86	22428.71
415.70	18482.57	22358.57
416.20	18537.14	22406.14
416.80	18520.00	22386.43
417.30	18510.71	22365.29
417.80	18536.71	22381.43
418.40	18624.14	22480.00
418.90	18567.71	22402.57
419.40	18698.71	22556.86
420.00	18593.00	22416.43
420.50	18658.57	22490.71
421.00	18607.57	22412.71
421.50	18688.00	22507.57
422.10	18674.43	22474.86
422.60	18725.57	22535.57
423.10	18747.00	22558.71
423.70	18727.57	22520.57
424.20	18715.86	22497.71
424.70	18755.29	22532.43
425.30	18728.86	22507.29
425.80	18751.71	22525.43
426.30	18749.43	22505.57
426.90	18808.57	22571.00
427.40	18752.57	22496.14
427.90	18861.00	22628.29
428.50	18809.86	22553.14
429.00	18852.00	22588.57
429.60	18820.71	22542.43
430.10	18905.00	22628.57
430.60	18905.00	22618.00
431.20	18861.14	22545.14
431.70	18960.29	22655.29
432.20	18940.14	22610.43
432.80	18931.14	22582.86
433.30	19042.14	22697.86
433.80	19052.57	22697.86
434.40	19034.29	22655.86
434.90	19057.00	22665.29
435.40	19113.00	22719.29
436.00	19100.14	22688.29
436.50	19103.14	22683.14
437.00	19181.14	22755.29
437.60	19161.14	22720.43
438.10	19213.29	22778.71
438.60	19220.71	22785.14
439.20	19250.57	22808.14
439.70	19243.43	22799.57
440.20	19196.00	22732.00
440.80	19220.29	22762.43
441.30	19228.29	22772.57
441.80	19229.86	22765.71
442.40	19196.71	22725.57
442.90	19225.57	22756.86
443.50	19261.57	22805.29
444.00	19251.00	22791.14
444.50	19279.14	22816.00
445.10	19204.57	22714.43
445.60	19244.57	22748.29
446.10	19265.57	22775.00
446.70	19288.29	22791.86
447.20	19313.57	22810.57
447.70	19309.57	22789.43
448.30	19383.57	22864.57
448.80	19357.43	22816.00
449.30	19403.29	22852.14
449.90	19368.00	22785.14
450.40	19477.43	22902.43
450.90	19526.71	22935.57
451.50	19544.57	22934.57
452.00	19531.00	22898.57
452.60	19570.57	22910.00
453.10	19633.00	22978.86
453.60	19660.00	22984.57
454.20	19575.00	22849.57
454.70	19657.14	22931.00
455.20	19688.86	22953.14
455.80	19743.00	23006.29
456.30	19697.71	22939.29
456.80	19829.43	23074.57
457.40	19764.71	22990.29
457.90	19780.00	22996.57
458.50	19829.00	23047.00
459.00	19794.43	22999.14
459.50	19834.14	23047.14
460.10	19791.29	22989.71
460.60	19837.86	23038.71
461.10	19826.57	23026.71
461.70	19869.43	23076.14
462.20	19827.57	23029.71
462.70	19863.57	23069.71
463.30	19796.86	22982.86
463.80	19868.29	23059.57
464.40	19932.00	23132.43
464.90	19882.86	23062.71
465.40	19950.00	23140.86
466.00	19860.57	23023.43
466.50	19934.43	23106.71
467.00	19884.71	23027.29
467.60	19956.29	23096.86
468.10	20049.29	23201.14
468.70	19987.71	23121.43
469.20	19940.29	23036.71
469.70	20037.29	23147.29
470.30	20034.29	23116.57
470.80	20078.14	23163.14
471.30	20073.86	23136.00
